Year|Consumption|State|Source
2005|62796|Mississippi|Renewable Energy
2004|61251|Mississippi|Renewable Energy
2003|45346|Mississippi|Renewable Energy
2002|49641|Mississippi|Renewable Energy
2001|56085|Mississippi|Renewable Energy
2000|75389|Mississippi|Renewable Energy
1999|65132|Mississippi|Renewable Energy
1998|64175|Mississippi|Renewable Energy
1997|84291|Mississippi|Renewable Energy
1996|85759|Mississippi|Renewable Energy
1995|94383|Mississippi|Renewable Energy
1994|95203|Mississippi|Renewable Energy
1993|92918|Mississippi|Renewable Energy
1992|90830|Mississippi|Renewable Energy
1991|89510|Mississippi|Renewable Energy
1990|84868|Mississippi|Renewable Energy
1989|76403|Mississippi|Renewable Energy
1988|47412|Mississippi|Renewable Energy
1987|45439|Mississippi|Renewable Energy
1986|49196|Mississippi|Renewable Energy
1985|50892|Mississippi|Renewable Energy
1984|50468|Mississippi|Renewable Energy
1983|45071|Mississippi|Renewable Energy
1982|44643|Mississippi|Renewable Energy
1981|41070|Mississippi|Renewable Energy
1980|38097|Mississippi|Renewable Energy
1979|37510|Mississippi|Renewable Energy
1978|37576|Mississippi|Renewable Energy
1977|36230|Mississippi|Renewable Energy
1976|34819|Mississippi|Renewable Energy
1975|31152|Mississippi|Renewable Energy
1974|31279|Mississippi|Renewable Energy
1973|32195|Mississippi|Renewable Energy
1972|32432|Mississippi|Renewable Energy
1971|32841|Mississippi|Renewable Energy
1970|33527|Mississippi|Renewable Energy
1969|34609|Mississippi|Renewable Energy
1968|35452|Mississippi|Renewable Energy
1967|34261|Mississippi|Renewable Energy
1966|37816|Mississippi|Renewable Energy
1965|37759|Mississippi|Renewable Energy
1964|38448|Mississippi|Renewable Energy
1963|39154|Mississippi|Renewable Energy
1962|44673|Mississippi|Renewable Energy
1961|45532|Mississippi|Renewable Energy
1960|46565|Mississippi|Renewable Energy
2017|95172|Missouri|Renewable Energy
2016|86693|Missouri|Renewable Energy
2015|90397|Missouri|Renewable Energy
2014|94127|Missouri|Renewable Energy
2013|94226|Missouri|Renewable Energy
2012|82902|Missouri|Renewable Energy
2011|93569|Missouri|Renewable Energy
2010|100636|Missouri|Renewable Energy
2009|90818|Missouri|Renewable Energy
2008|83037|Missouri|Renewable Energy
2007|60849|Missouri|Renewable Energy
2006|42577|Missouri|Renewable Energy
2005|54310|Missouri|Renewable Energy
2004|44026|Missouri|Renewable Energy
2003|34629|Missouri|Renewable Energy
2002|37799|Missouri|Renewable Energy
2001|33105|Missouri|Renewable Energy
2000|23293|Missouri|Renewable Energy
1999|33906|Missouri|Renewable Energy
1998|38053|Missouri|Renewable Energy
1997|31332|Missouri|Renewable Energy
1996|31818|Missouri|Renewable Energy
1995|38250|Missouri|Renewable Energy
1994|38883|Missouri|Renewable Energy
1993|52644|Missouri|Renewable Energy
1992|37086|Missouri|Renewable Energy
1991|32516|Missouri|Renewable Energy
1990|43149|Missouri|Renewable Energy
1989|37837|Missouri|Renewable Energy
1988|44194|Missouri|Renewable Energy
1987|40982|Missouri|Renewable Energy
1986|49423|Missouri|Renewable Energy
1985|62542|Missouri|Renewable Energy
1984|47136|Missouri|Renewable Energy
1983|44094|Missouri|Renewable Energy
1982|43954|Missouri|Renewable Energy
1981|30527|Missouri|Renewable Energy
1980|30880|Missouri|Renewable Energy
1979|55940|Missouri|Renewable Energy
1978|49657|Missouri|Renewable Energy
1977|37981|Missouri|Renewable Energy
1976|39537|Missouri|Renewable Energy
1975|40414|Missouri|Renewable Energy
1974|44031|Missouri|Renewable Energy
1973|43807|Missouri|Renewable Energy
1972|29355|Missouri|Renewable Energy
1971|30407|Missouri|Renewable Energy
1970|33344|Missouri|Renewable Energy
1969|39601|Missouri|Renewable Energy
1968|39086|Missouri|Renewable Energy
1967|31558|Missouri|Renewable Energy
1966|33010|Missouri|Renewable Energy
1965|35404|Missouri|Renewable Energy
1964|31229|Missouri|Renewable Energy
1963|33299|Missouri|Renewable Energy
1962|40239|Missouri|Renewable Energy
1961|45068|Missouri|Renewable Energy
1960|41442|Missouri|Renewable Energy
2017|140645|Montana|Renewable Energy
2016|132835|Montana|Renewable Energy
2015|129429|Montana|Renewable Energy
2014|137694|Montana|Renewable Energy
2013|118090|Montana|Renewable Energy
2012|127770|Montana|Renewable Energy
2011|143441|Montana|Renewable Energy
2010|117206|Montana|Renewable Energy
2009|116436|Montana|Renewable Energy
2008|125419|Montana|Renewable Energy
2007|119571|Montana|Renewable Energy
2006|123318|Montana|Renewable Energy
2005|114893|Montana|Renewable Energy
2004|101638|Montana|Renewable Energy
2003|100455|Montana|Renewable Energy
2002|108731|Montana|Renewable Energy
2001|80653|Montana|Renewable Energy
2000|113793|Montana|Renewable Energy
1999|157020|Montana|Renewable Energy
1998|128284|Montana|Renewable Energy
1997|153272|Montana|Renewable Energy
1996|158531|Montana|Renewable Energy
1995|127489|Montana|Renewable Energy
1994|94371|Montana|Renewable Energy
1993|109033|Montana|Renewable Energy
1992|95817|Montana|Renewable Energy
1991|142264|Montana|Renewable Energy
1990|123371|Montana|Renewable Energy
1989|110781|Montana|Renewable Energy
1988|103727|Montana|Renewable Energy
1987|111016|Montana|Renewable Energy
1986|133794|Montana|Renewable Energy
1985|120845|Montana|Renewable Energy
1984|130479|Montana|Renewable Energy
1983|135671|Montana|Renewable Energy
1982|126686|Montana|Renewable Energy
1981|130992|Montana|Renewable Energy
1980|114608|Montana|Renewable Energy
1979|119406|Montana|Renewable Energy
1978|132188|Montana|Renewable Energy
1977|97331|Montana|Renewable Energy
1976|135822|Montana|Renewable Energy
1975|112007|Montana|Renewable Energy
1974|106573|Montana|Renewable Energy
1973|84637|Montana|Renewable Energy
1972|104348|Montana|Renewable Energy
1971|107251|Montana|Renewable Energy
1970|98397|Montana|Renewable Energy
1969|106143|Montana|Renewable Energy
1968|100651|Montana|Renewable Energy
1967|98163|Montana|Renewable Energy
1966|90332|Montana|Renewable Energy
1965|95505|Montana|Renewable Energy
1964|79375|Montana|Renewable Energy
1963|70429|Montana|Renewable Energy
1962|74894|Montana|Renewable Energy
1961|76550|Montana|Renewable Energy
1960|69936|Montana|Renewable Energy
2017|185490|Nebraska|Renewable Energy
2016|161686|Nebraska|Renewable Energy
2015|158579|Nebraska|Renewable Energy
2014|144831|Nebraska|Renewable Energy
2013|136320|Nebraska|Renewable Energy
2012|132705|Nebraska|Renewable Energy
2011|144198|Nebraska|Renewable Energy
2010|128610|Nebraska|Renewable Energy
2009|86240|Nebraska|Renewable Energy
2008|84127|Nebraska|Renewable Energy
2007|63425|Nebraska|Renewable Energy
2006|54675|Nebraska|Renewable Energy
2005|51509|Nebraska|Renewable Energy
2004|52082|Nebraska|Renewable Energy
2003|45526|Nebraska|Renewable Energy
2002|44189|Nebraska|Renewable Energy
2001|43390|Nebraska|Renewable Energy
2000|43687|Nebraska|Renewable Energy
1999|44610|Nebraska|Renewable Energy
1998|42665|Nebraska|Renewable Energy
1997|41932|Nebraska|Renewable Energy
1996|38423|Nebraska|Renewable Energy
1995|33382|Nebraska|Renewable Energy
1994|24719|Nebraska|Renewable Energy
1993|20857|Nebraska|Renewable Energy
1992|21140|Nebraska|Renewable Energy
1991|19436|Nebraska|Renewable Energy
1990|19705|Nebraska|Renewable Energy
1989|22066|Nebraska|Renewable Energy
1988|22964|Nebraska|Renewable Energy
1987|24830|Nebraska|Renewable Energy
1986|26645|Nebraska|Renewable Energy
1985|24632|Nebraska|Renewable Energy
1984|22853|Nebraska|Renewable Energy
1983|21516|Nebraska|Renewable Energy
1982|19739|Nebraska|Renewable Energy
1981|18113|Nebraska|Renewable Energy
1980|19778|Nebraska|Renewable Energy
1979|16832|Nebraska|Renewable Energy
1978|16096|Nebraska|Renewable Energy
1977|16136|Nebraska|Renewable Energy
1976|16378|Nebraska|Renewable Energy
1975|15399|Nebraska|Renewable Energy
1974|16161|Nebraska|Renewable Energy
1973|16912|Nebraska|Renewable Energy
1972|16822|Nebraska|Renewable Energy
1971|15845|Nebraska|Renewable Energy
1970|15950|Nebraska|Renewable Energy
1969|14532|Nebraska|Renewable Energy
1968|14714|Nebraska|Renewable Energy
1967|13879|Nebraska|Renewable Energy
1966|13955|Nebraska|Renewable Energy
1965|13563|Nebraska|Renewable Energy
1964|12801|Nebraska|Renewable Energy
1963|13199|Nebraska|Renewable Energy
1962|12973|Nebraska|Renewable Energy
1961|12832|Nebraska|Renewable Energy
1960|13425|Nebraska|Renewable Energy
2017|108590|Nevada|Renewable Energy
2016|98589|Nevada|Renewable Energy
2015|85223|Nevada|Renewable Energy
2014|75425|Nevada|Renewable Energy
2013|73854|Nevada|Renewable Energy
2012|63694|Nevada|Renewable Energy
2011|57666|Nevada|Renewable Energy
2010|56348|Nevada|Renewable Energy
2009|54095|Nevada|Renewable Energy
2008|44362|Nevada|Renewable Energy
2007|41993|Nevada|Renewable Energy
2006|41869|Nevada|Renewable Energy
2005|38151|Nevada|Renewable Energy
2004|37991|Nevada|Renewable Energy
2003|37153|Nevada|Renewable Energy
2002|42479|Nevada|Renewable Energy
2001|46001|Nevada|Renewable Energy
2000|47128|Nevada|Renewable Energy
1999|51186|Nevada|Renewable Energy
1998|54335|Nevada|Renewable Energy
1997|48280|Nevada|Renewable Energy
1996|43110|Nevada|Renewable Energy
1995|41379|Nevada|Renewable Energy
1994|39090|Nevada|Renewable Energy
1993|41377|Nevada|Renewable Energy
1992|37488|Nevada|Renewable Energy
1991|39509|Nevada|Renewable Energy
1990|30071|Nevada|Renewable Energy
1989|30611|Nevada|Renewable Energy
1988|24397|Nevada|Renewable Energy
1987|28996|Nevada|Renewable Energy
1986|52238|Nevada|Renewable Energy
1985|49989|Nevada|Renewable Energy
1984|63057|Nevada|Renewable Energy
1983|47194|Nevada|Renewable Energy
1982|18717|Nevada|Renewable Energy
1981|21800|Nevada|Renewable Energy
1980|27403|Nevada|Renewable Energy
1979|19804|Nevada|Renewable Energy
1978|18980|Nevada|Renewable Energy
1977|18381|Nevada|Renewable Energy
1976|17457|Nevada|Renewable Energy
1975|18827|Nevada|Renewable Energy
1974|17762|Nevada|Renewable Energy
1973|18356|Nevada|Renewable Energy
1972|17274|Nevada|Renewable Energy
1971|18651|Nevada|Renewable Energy
1970|18322|Nevada|Renewable Energy
1969|18771|Nevada|Renewable Energy
1968|19142|Nevada|Renewable Energy
1967|18985|Nevada|Renewable Energy
1966|19632|Nevada|Renewable Energy
1965|17544|Nevada|Renewable Energy
1964|17842|Nevada|Renewable Energy
1963|19804|Nevada|Renewable Energy
1962|21733|Nevada|Renewable Energy
1961|19545|Nevada|Renewable Energy
1960|22110|Nevada|Renewable Energy
2017|65362|New Hampshire|Renewable Energy
2016|61970|New Hampshire|Renewable Energy
2015|67048|New Hampshire|Renewable Energy
2014|61235|New Hampshire|Renewable Energy
2013|58588|New Hampshire|Renewable Energy
2012|50169|New Hampshire|Renewable Energy
2011|51907|New Hampshire|Renewable Energy
2010|51172|New Hampshire|Renewable Energy
2009|49860|New Hampshire|Renewable Energy
2008|43589|New Hampshire|Renewable Energy
2007|38386|New Hampshire|Renewable Energy
2006|35986|New Hampshire|Renewable Energy
2005|42472|New Hampshire|Renewable Energy
2004|34923|New Hampshire|Renewable Energy
2003|29849|New Hampshire|Renewable Energy
2002|28896|New Hampshire|Renewable Energy
2001|30186|New Hampshire|Renewable Energy
2000|38620|New Hampshire|Renewable Energy
1999|38906|New Hampshire|Renewable Energy
1998|40585|New Hampshire|Renewable Energy
1997|42282|New Hampshire|Renewable Energy
1996|47633|New Hampshire|Renewable Energy
1995|39480|New Hampshire|Renewable Energy
1994|40356|New Hampshire|Renewable Energy
1993|42448|New Hampshire|Renewable Energy
1992|42211|New Hampshire|Renewable Energy
1991|40894|New Hampshire|Renewable Energy
1990|46824|New Hampshire|Renewable Energy
1989|40566|New Hampshire|Renewable Energy
1988|36549|New Hampshire|Renewable Energy
1987|34985|New Hampshire|Renewable Energy
1986|38742|New Hampshire|Renewable Energy
1985|33807|New Hampshire|Renewable Energy
1984|35004|New Hampshire|Renewable Energy
1983|38209|New Hampshire|Renewable Energy
1982|33759|New Hampshire|Renewable Energy
1981|36078|New Hampshire|Renewable Energy
1980|32382|New Hampshire|Renewable Energy
1979|33548|New Hampshire|Renewable Energy
1978|31004|New Hampshire|Renewable Energy
1977|31271|New Hampshire|Renewable Energy
1976|31050|New Hampshire|Renewable Energy
1975|25853|New Hampshire|Renewable Energy
1974|28694|New Hampshire|Renewable Energy
1973|30671|New Hampshire|Renewable Energy
1972|26131|New Hampshire|Renewable Energy
1971|24733|New Hampshire|Renewable Energy
1970|25321|New Hampshire|Renewable Energy
1969|27816|New Hampshire|Renewable Energy
1968|25155|New Hampshire|Renewable Energy
1967|24089|New Hampshire|Renewable Energy
1966|24343|New Hampshire|Renewable Energy
1965|22019|New Hampshire|Renewable Energy
1964|23707|New Hampshire|Renewable Energy
1963|24450|New Hampshire|Renewable Energy
1962|25119|New Hampshire|Renewable Energy
1961|23327|New Hampshire|Renewable Energy
1960|25629|New Hampshire|Renewable Energy
2017|82500|New Jersey|Renewable Energy
2016|81259|New Jersey|Renewable Energy
2015|79336|New Jersey|Renewable Energy
2014|88971|New Jersey|Renewable Energy
2013|83904|New Jersey|Renewable Energy
2012|77158|New Jersey|Renewable Energy
2011|74025|New Jersey|Renewable Energy
2010|74069|New Jersey|Renewable Energy
2009|66200|New Jersey|Renewable Energy
2008|50509|New Jersey|Renewable Energy
2007|52769|New Jersey|Renewable Energy
2006|47661|New Jersey|Renewable Energy
2005|29279|New Jersey|Renewable Energy
2004|27598|New Jersey|Renewable Energy
2003|26808|New Jersey|Renewable Energy
2002|28789|New Jersey|Renewable Energy
2001|30091|New Jersey|Renewable Energy
2000|41091|New Jersey|Renewable Energy
1999|40544|New Jersey|Renewable Energy
1998|39614|New Jersey|Renewable Energy
1997|40288|New Jersey|Renewable Energy
1996|42111|New Jersey|Renewable Energy
1995|44258|New Jersey|Renewable Energy
1994|41787|New Jersey|Renewable Energy
1993|37099|New Jersey|Renewable Energy
1992|38620|New Jersey|Renewable Energy
1991|35990|New Jersey|Renewable Energy
1990|26140|New Jersey|Renewable Energy
1989|34878|New Jersey|Renewable Energy
1988|41856|New Jersey|Renewable Energy
1987|38592|New Jersey|Renewable Energy
1986|41534|New Jersey|Renewable Energy
1985|49683|New Jersey|Renewable Energy
1984|48816|New Jersey|Renewable Energy
1983|60308|New Jersey|Renewable Energy
1982|49211|New Jersey|Renewable Energy
1981|54426|New Jersey|Renewable Energy
1980|48383|New Jersey|Renewable Energy
1979|43101|New Jersey|Renewable Energy
1978|41662|New Jersey|Renewable Energy
1977|38510|New Jersey|Renewable Energy
1976|35091|New Jersey|Renewable Energy
1975|30950|New Jersey|Renewable Energy
1974|33097|New Jersey|Renewable Energy
1973|30289|New Jersey|Renewable Energy
1972|29554|New Jersey|Renewable Energy
1971|26621|New Jersey|Renewable Energy
1970|25906|New Jersey|Renewable Energy
1969|25354|New Jersey|Renewable Energy
1968|24678|New Jersey|Renewable Energy
1967|23695|New Jersey|Renewable Energy
1966|23570|New Jersey|Renewable Energy
1965|23693|New Jersey|Renewable Energy
1964|23947|New Jersey|Renewable Energy
1963|23397|New Jersey|Renewable Energy
1962|21199|New Jersey|Renewable Energy
1961|20749|New Jersey|Renewable Energy
1960|20514|New Jersey|Renewable Energy
2017|76319|New Mexico|Renewable Energy
2016|63137|New Mexico|Renewable Energy
2015|47226|New Mexico|Renewable Energy
2014|46448|New Mexico|Renewable Energy
2013|44792|New Mexico|Renewable Energy
2012|43991|New Mexico|Renewable Energy
2011|42592|New Mexico|Renewable Energy
2010|39945|New Mexico|Renewable Energy
2009|32849|New Mexico|Renewable Energy
2008|36306|New Mexico|Renewable Energy
2007|31550|New Mexico|Renewable Energy
2006|28051|New Mexico|Renewable Energy
2005|23475|New Mexico|Renewable Energy
2004|11680|New Mexico|Renewable Energy
2003|8725|New Mexico|Renewable Energy
2002|8167|New Mexico|Renewable Energy
2001|7897|New Mexico|Renewable Energy
2000|10611|New Mexico|Renewable Energy
1999|10226|New Mexico|Renewable Energy
1998|10043|New Mexico|Renewable Energy
1997|9762|New Mexico|Renewable Energy
1996|8595|New Mexico|Renewable Energy
1995|9787|New Mexico|Renewable Energy
1994|8156|New Mexico|Renewable Energy
1993|8838|New Mexico|Renewable Energy
1992|9308|New Mexico|Renewable Energy
1991|9344|New Mexico|Renewable Energy
1990|8718|New Mexico|Renewable Energy
1989|9918|New Mexico|Renewable Energy
1988|8594|New Mexico|Renewable Energy
1987|8592|New Mexico|Renewable Energy
1986|11126|New Mexico|Renewable Energy
1985|10521|New Mexico|Renewable Energy
1984|9926|New Mexico|Renewable Energy
1983|9201|New Mexico|Renewable Energy
1982|8035|New Mexico|Renewable Energy
1981|7731|New Mexico|Renewable Energy
1980|6223|New Mexico|Renewable Energy
1979|9922|New Mexico|Renewable Energy
1978|7989|New Mexico|Renewable Energy
1977|7328|New Mexico|Renewable Energy
1976|6781|New Mexico|Renewable Energy
1975|6002|New Mexico|Renewable Energy
1974|4919|New Mexico|Renewable Energy
1973|4896|New Mexico|Renewable Energy
1972|4746|New Mexico|Renewable Energy
1971|4965|New Mexico|Renewable Energy
1970|5548|New Mexico|Renewable Energy
1969|5682|New Mexico|Renewable Energy
1968|5706|New Mexico|Renewable Energy
1967|5678|New Mexico|Renewable Energy
1966|6210|New Mexico|Renewable Energy
1965|6075|New Mexico|Renewable Energy
1964|6300|New Mexico|Renewable Energy
1963|6469|New Mexico|Renewable Energy
1962|6791|New Mexico|Renewable Energy
1961|6937|New Mexico|Renewable Energy
1960|7373|New Mexico|Renewable Energy
2017|483912|New York|Renewable Energy
2016|447113|New York|Renewable Energy
